judet,tip,localitate,n_locuinte,n_pad,coverage_rate,predicted_coverage_rate,current_premium_eur,opportunity_eur,addressable_market_eur,tsi_actual,tsi_predicted,pred_lower,pred_upper,accumulation_index
Alba,3. COMUNA,CRICAU,845,160,0.1893,0.1704,3200.0000,0.0000,16900.0000,3200000.0000,2879716.8187,0.1634,0.1971,0.0000
Alba,3. COMUNA,CRACIUNELU DE JOS,700,101,0.1443,0.1314,2020.0000,0.0000,14000.0000,2020000.0000,1839783.7135,0.1225,0.1548,0.0000
Alba,3. COMUNA,DAIA ROMANA,960,184,0.1917,0.1684,3680.0000,0.0000,19200.0000,3680000.0000,3232586.8754,0.1539,0.1962,0.0000
Alba,3. COMUNA,GALDA DE JOS,2018,385,0.1908,0.1775,7700.0000,0.0000,40360.0000,7700000.0000,7162405.8205,0.1673,0.2023,0.0000
Vrancea,3. COMUNA,MOVILITA,1763,246,0.1395,0.1386,4920.0000,0.0000,35260.0000,4920000.0000,4886401.0039,0.1230,0.1493,175.6970
Alba,3. COMUNA,LIVEZILE,777,124,0.1596,0.1471,2480.0000,0.0000,15540.0000,2480000.0000,2285509.4723,0.1419,0.1759,0.0000
Alba,3. COMUNA,LOPADEA NOUA,1084,179,0.1651,0.1387,3580.0000,0.0000,21680.0000,3580000.0000,3005940.6518,0.1332,0.1664,0.0000
Alba,3. COMUNA,NOSLAC,876,93,0.1062,0.0978,1860.0000,0.0000,17520.0000,1860000.0000,1713059.0413,0.0978,0.1351,0.0000
Alba,3. COMUNA,OCOLIS,527,76,0.1442,0.1228,1520.0000,0.0000,10540.0000,1520000.0000,1293787.5450,0.1217,0.1503,0.0000
Alba,3. COMUNA,PIANU,1290,339,0.2628,0.1795,6780.0000,0.0000,25800.0000,6780000.0000,4631636.5309,0.1682,0.2402,0.0000
Vrancea,3. COMUNA,CAMPURI,1684,201,0.1194,0.1166,4020.0000,0.0000,33680.0000,4020000.0000,3927104.7751,0.1095,0.1303,141.2042
Vrancea,3. COMUNA,FITIONESTI,1282,154,0.1201,0.1127,3080.0000,0.0000,25640.0000,3080000.0000,2890375.6637,0.0982,0.1233,103.9272
Alba,3. COMUNA,CALNIC,698,139,0.1991,0.1616,2780.0000,0.0000,13960.0000,2780000.0000,2255732.8054,0.1594,0.2021,0.0000
Vaslui,3. COMUNA,DUMESTI,1456,131,0.0900,0.0874,2620.0000,0.0000,29120.0000,2620000.0000,2543774.8949,0.0817,0.0999,85492.6503
Vaslui,3. COMUNA,EPURENI,1293,86,0.0665,0.0608,1720.0000,0.0000,25860.0000,1720000.0000,1571677.2225,0.0591,0.0700,52821.8324
Vaslui,3. COMUNA,FALCIU,2307,262,0.1136,0.1043,5240.0000,0.0000,46140.0000,5240000.0000,4811758.6980,0.0941,0.1175,161716.3549
Vaslui,3. COMUNA,GAGESTI,806,51,0.0633,0.0580,1020.0000,0.0000,16120.0000,1020000.0000,934609.2761,0.0477,0.0630,31410.8863
Alba,3. COMUNA,SANCEL,966,128,0.1325,0.1296,2560.0000,0.0000,19320.0000,2560000.0000,2503321.7738,0.1230,0.1454,0.0000
Alba,3. COMUNA,SANTIMBRU,1156,277,0.2396,0.1831,5540.0000,0.0000,23120.0000,5540000.0000,4233846.0801,0.1555,0.2231,0.0000
Alba,3. COMUNA,STREMT,1166,240,0.2058,0.1781,4800.0000,0.0000,23320.0000,4800000.0000,4153972.8967,0.1495,0.2065,0.0000
Vaslui,3. COMUNA,ALEXANDRU VLAHUTA,697,57,0.0818,0.0790,1140.0000,0.0000,13940.0000,1140000.0000,1101292.5316,0.0742,0.0879,37012.8731
Vaslui,3. COMUNA,BACANI,1142,140,0.1226,0.1160,2800.0000,0.0000,22840.0000,2800000.0000,2649375.3378,0.1086,0.1293,89041.7307
Vaslui,3. COMUNA,BACESTI,1503,167,0.1111,0.1011,3340.0000,0.0000,30060.0000,3340000.0000,3037635.0110,0.1043,0.1251,102090.5852
Vaslui,3. COMUNA,BALTENI,751,72,0.0959,0.0879,1440.0000,0.0000,15020.0000,1440000.0000,1320358.4066,0.0870,0.1009,44375.3650
Vaslui,3. COMUNA,BOGDANA,814,79,0.0971,0.0969,1580.0000,0.0000,16280.0000,1580000.0000,1578278.4788,0.0885,0.1135,53043.6912
Vaslui,3. COMUNA,PERIENI,1357,207,0.1525,0.1039,4140.0000,0.0000,27140.0000,4140000.0000,2819029.7271,0.0968,0.1345,94743.5730
Valcea,3. COMUNA,VLADESTI,1622,484,0.2984,0.1552,9680.0000,0.0000,32440.0000,9680000.0000,5035178.2559,0.1500,0.2498,0.0000
Valcea,3. COMUNA,VOICESTI,665,153,0.2301,0.0807,3060.0000,0.0000,13300.0000,3060000.0000,1073689.6962,0.0761,0.1709,0.0000
Valcea,3. COMUNA,VOINEASA,886,320,0.3612,0.1523,6400.0000,0.0000,17720.0000,6400000.0000,2697931.4672,0.1253,0.3103,0.0000
Valcea,3. COMUNA,DICULESTI,855,62,0.0725,0.0622,1240.0000,0.0000,17100.0000,1240000.0000,1063705.4218,0.0585,0.0706,0.0000
Vaslui,1. MUNICIPIU,HUSI,10944,2426,0.2217,0.2018,48520.0000,0.0000,218880.0000,48520000.0000,44172049.6168,0.1681,0.2256,1484559.6587
Vaslui,1. MUNICIPIU,VASLUI,25388,6259,0.2465,0.2285,125180.0000,0.0000,507760.0000,125180000.0000,116043156.3122,0.2193,0.2698,3900045.1649
Vaslui,2. ORAS,NEGRESTI,3688,490,0.1329,0.1152,9800.0000,0.0000,73760.0000,9800000.0000,8497541.0744,0.0962,0.1333,285590.2496
Alba,3. COMUNA,POSAGA,719,79,0.1099,0.1018,1580.0000,0.0000,14380.0000,1580000.0000,1464228.9685,0.0972,0.1185,0.0000
Alba,3. COMUNA,RADESTI,538,68,0.1264,0.1255,1360.0000,0.0000,10760.0000,1360000.0000,1350253.5821,0.1135,0.1406,0.0000
Alba,3. COMUNA,RIMETEA,666,121,0.1817,0.1526,2420.0000,0.0000,13320.0000,2420000.0000,2031996.3111,0.1541,0.1841,0.0000
Alba,3. COMUNA,RAMET,528,75,0.1420,0.1285,1500.0000,0.0000,10560.0000,1500000.0000,1356500.5974,0.1239,0.1507,0.0000
Valcea,3. COMUNA,POPESTI,1527,194,0.1270,0.0940,3880.0000,0.0000,30540.0000,3880000.0000,2871028.3716,0.0925,0.1226,0.0000
Vaslui,3. COMUNA,BOGDANESTI,1344,156,0.1161,0.0998,3120.0000,0.0000,26880.0000,3120000.0000,2681589.0700,0.1015,0.1216,90124.3884
Vaslui,3. COMUNA,POIENESTI,1245,111,0.0892,0.0872,2220.0000,0.0000,24900.0000,2220000.0000,2171587.2677,0.0830,0.0973,72983.9544
Vaslui,3. COMUNA,POGANA,1196,86,0.0719,0.0708,1720.0000,0.0000,23920.0000,1720000.0000,1693702.7619,0.0682,0.0777,56922.9369
Vaslui,3. COMUNA,PUNGESTI,1543,226,0.1465,0.1243,4520.0000,0.0000,30860.0000,4520000.0000,3836635.3750,0.1039,0.1525,128943.8492
Vaslui,3. COMUNA,REBRICEA,1505,170,0.1130,0.1017,3400.0000,0.0000,30100.0000,3400000.0000,3060327.6891,0.1023,0.1262,102853.2538
Vaslui,3. COMUNA,STANILESTI,2180,148,0.0679,0.0659,2960.0000,0.0000,43600.0000,2960000.0000,2871744.1788,0.0631,0.0748,96515.2307
Vaslui,3. COMUNA,STEFAN CEL MARE,1494,164,0.1098,0.0968,3280.0000,0.0000,29880.0000,3280000.0000,2893540.6560,0.0957,0.1123,97247.7792
Vaslui,3. COMUNA,SULETEA,1087,66,0.0607,0.0578,1320.0000,0.0000,21740.0000,1320000.0000,1257464.1261,0.0526,0.0637,42261.5779
Vaslui,3. COMUNA,TANACU,1118,88,0.0787,0.0738,1760.0000,0.0000,22360.0000,1760000.0000,1650896.2823,0.0704,0.0801,55484.2721
Vaslui,3. COMUNA,TODIRESTI,1276,103,0.0807,0.0753,2060.0000,0.0000,25520.0000,2060000.0000,1922670.2667,0.0704,0.0832,64618.2086
Vaslui,3. COMUNA,TUTOVA,1498,180,0.1202,0.1038,3600.0000,0.0000,29960.0000,3600000.0000,3109929.6977,0.0980,0.1242,104520.3066
Vaslui,3. COMUNA,VALENI,1714,109,0.0636,0.0633,2180.0000,0.0000,34280.0000,2180000.0000,2169365.2382,0.0609,0.0711,72909.2751
Vaslui,3. COMUNA,GARCENI,1165,147,0.1262,0.1201,2940.0000,0.0000,23300.0000,2940000.0000,2798650.2064,0.0977,0.1425,94058.6464
Vaslui,3. COMUNA,DUDA-EPURENI,1918,131,0.0683,0.0676,2620.0000,0.0000,38360.0000,2620000.0000,2591980.2425,0.0619,0.0712,87112.7633
Vaslui,3. COMUNA,DIMITRIE CANTEMIR,1290,165,0.1279,0.1112,3300.0000,0.0000,25800.0000,3300000.0000,2870036.1024,0.1075,0.1360,96457.8247
Vaslui,3. COMUNA,IVESTI,1093,84,0.0769,0.0752,1680.0000,0.0000,21860.0000,1680000.0000,1644312.1733,0.0723,0.0840,55262.9896
Vaslui,3. COMUNA,LUNCA BANULUI,1362,91,0.0668,0.0651,1820.0000,0.0000,27240.0000,1820000.0000,1773761.4016,0.0628,0.0732,59613.5938
Vaslui,3. COMUNA,MUNTENII DE JOS,1891,231,0.1222,0.1035,4620.0000,0.0000,37820.0000,4620000.0000,3914095.3057,0.0871,0.1196,131547.1671
Vaslui,3. COMUNA,OLTENESTI,1290,160,0.1240,0.1036,3200.0000,0.0000,25800.0000,3200000.0000,2672833.7437,0.0976,0.1223,89830.1343
Vaslui,3. COMUNA,OSESTI,1269,179,0.1411,0.1161,3580.0000,0.0000,25380.0000,3580000.0000,2945480.6789,0.1083,0.1358,98993.4094
Vaslui,3. COMUNA,BOGDANITA,727,59,0.0812,0.0800,1180.0000,0.0000,14540.0000,1180000.0000,1162990.4705,0.0732,0.0898,39086.4529
Vaslui,3. COMUNA,BOTESTI,983,52,0.0529,0.0519,1040.0000,0.0000,19660.0000,1040000.0000,1019756.5350,0.0453,0.0584,34272.5644
Vaslui,3. COMUNA,BUNESTI-AVERESTI,1245,78,0.0627,0.0610,1560.0000,0.0000,24900.0000,1560000.0000,1519565.0144,0.0576,0.0713,51070.4153
Vaslui,3. COMUNA,COROIESTI,1109,76,0.0685,0.0681,1520.0000,0.0000,22180.0000,1520000.0000,1509425.6345,0.0655,0.0763,50729.6452
Vaslui,3. COMUNA,CRETESTI,878,60,0.0683,0.0643,1200.0000,0.0000,17560.0000,1200000.0000,1129430.2226,0.0585,0.0692,37958.5408
Vaslui,3. COMUNA,DRAGOMIRESTI,2102,265,0.1261,0.1130,5300.0000,0.0000,42040.0000,5300000.0000,4751224.0125,0.1046,0.1324,159681.8703
Vaslui,3. COMUNA,DRANCENI,1804,163,0.0904,0.0845,3260.0000,0.0000,36080.0000,3260000.0000,3047182.3053,0.0736,0.0906,102411.4562
Vaslui,3. COMUNA,GRIVITA,1547,145,0.0937,0.0896,2900.0000,0.0000,30940.0000,2900000.0000,2772530.9288,0.0852,0.1030,93180.8147
Suceava,3. COMUNA,RADASENI,1788,288,0.1611,0.1553,5760.0000,0.0000,35760.0000,5760000.0000,5552441.0628,0.1451,0.1749,5552441.0628
Suceava,3. COMUNA,SATU MARE,1632,387,0.2371,0.2333,7740.0000,0.0000,32640.0000,7740000.0000,7615505.1575,0.2215,0.2648,7615505.1575
Suceava,3. COMUNA,SIMINICEA,1412,165,0.1169,0.1120,3300.0000,0.0000,28240.0000,3300000.0000,3163725.5390,0.0978,0.1174,3163725.5390
Suceava,3. COMUNA,STRAJA,1717,449,0.2615,0.2526,8980.0000,0.0000,34340.0000,8980000.0000,8672904.0160,0.2085,0.2713,8672904.0160
Suceava,3. COMUNA,STROIESTI,1417,353,0.2491,0.2232,7060.0000,0.0000,28340.0000,7060000.0000,6326641.2364,0.2123,0.2576,6326641.2364
Suceava,3. COMUNA,STULPICANI,1986,412,0.2075,0.2047,8240.0000,0.0000,39720.0000,8240000.0000,8132028.6757,0.1927,0.2251,8132028.6757
Suceava,3. COMUNA,SUCEVITA,1183,416,0.3516,0.2425,8320.0000,0.0000,23660.0000,8320000.0000,5737503.3124,0.2386,0.3194,5737503.3124
Suceava,3. COMUNA,SARU DORNEI,1856,302,0.1627,0.1604,6040.0000,0.0000,37120.0000,6040000.0000,5955566.1080,0.1458,0.1768,5955566.1080
Suceava,3. COMUNA,GALANESTI,992,308,0.3105,0.2484,6160.0000,0.0000,19840.0000,6160000.0000,4928058.9483,0.2268,0.3160,4928058.9483
Suceava,3. COMUNA,HORODNICENI,1736,325,0.1872,0.1806,6500.0000,0.0000,34720.0000,6500000.0000,6271416.1661,0.1671,0.1959,6271416.1661
Arges,3. COMUNA,LERESTI,2044,608,0.2975,0.2235,12160.0000,0.0000,40880.0000,12160000.0000,9136068.6463,0.1958,0.2988,0.0000
Arges,3. COMUNA,MERISANI,1834,241,0.1314,0.1155,4820.0000,0.0000,36680.0000,4820000.0000,4235524.5541,0.1053,0.1298,0.0000
Timis,3. COMUNA,VOITEG,940,181,0.1926,0.1808,3620.0000,0.0000,18800.0000,3620000.0000,3399588.4782,0.1649,0.2156,987053.8430
Arges,3. COMUNA,NEGRASI,1297,85,0.0655,0.0637,1700.0000,0.0000,25940.0000,1700000.0000,1653364.8357,0.0571,0.0709,0.0000
Arges,3. COMUNA,OARJA,1334,131,0.0982,0.0863,2620.0000,0.0000,26680.0000,2620000.0000,2301219.4894,0.0778,0.1014,0.0000
Suceava,3. COMUNA,MANASTIREA HUMORULUI,1286,309,0.2403,0.2372,6180.0000,0.0000,25720.0000,6180000.0000,6099772.8781,0.2145,0.2605,6099772.8781
Suceava,3. COMUNA,MOARA,2598,790,0.3041,0.2504,15800.0000,0.0000,51960.0000,15800000.0000,13010359.6931,0.2052,0.3096,13010359.6931
Arges,3. COMUNA,ROCIU,1629,116,0.0712,0.0674,2320.0000,0.0000,32580.0000,2320000.0000,2194639.4893,0.0596,0.0746,0.0000
Arges,3. COMUNA,RUCAR,3125,1050,0.3360,0.2279,21000.0000,0.0000,62500.0000,21000000.0000,14245865.3495,0.1831,0.3282,0.0000
Arges,3. COMUNA,SALATRUCU,943,123,0.1304,0.1229,2460.0000,0.0000,18860.0000,2460000.0000,2318655.3895,0.1138,0.1446,0.0000
Arges,3. COMUNA,SCHITU GOLESTI,1781,354,0.1988,0.1825,7080.0000,0.0000,35620.0000,7080000.0000,6501290.6929,0.1629,0.2107,0.0000
Arges,3. COMUNA,STOLNICI,1988,184,0.0926,0.0727,3680.0000,0.0000,39760.0000,3680000.0000,2890209.6832,0.0685,0.0934,0.0000
Suceava,3. COMUNA,DORNA-ARINI,1461,340,0.2327,0.1907,6800.0000,0.0000,29220.0000,6800000.0000,5572919.8799,0.1871,0.2360,5572919.8799
Suceava,3. COMUNA,DORNESTI,1604,458,0.2855,0.2580,9160.0000,0.0000,32080.0000,9160000.0000,8277678.7878,0.2549,0.2982,8277678.7878
Suceava,3. COMUNA,DRAGUSENI,1146,175,0.1527,0.1267,3500.0000,0.0000,22920.0000,3500000.0000,2904099.1069,0.1026,0.1508,2904099.1069
Arges,3. COMUNA,MICESTI,1781,244,0.1370,0.1159,4880.0000,0.0000,35620.0000,4880000.0000,4126842.2093,0.1043,0.1325,0.0000
Suceava,3. COMUNA,BALACEANA,745,114,0.1530,0.1372,2280.0000,0.0000,14900.0000,2280000.0000,2043580.0397,0.1299,0.1575,2043580.0397
Suceava,3. COMUNA,CIPRIAN PORUMBESCU,971,147,0.1514,0.1505,2940.0000,0.0000,19420.0000,2940000.0000,2922861.0556,0.1393,0.1680,2922861.0556
Suceava,3. COMUNA,BERCHISESTI,1222,236,0.1931,0.1872,4720.0000,0.0000,24440.0000,4720000.0000,4574944.3885,0.1623,0.2024,4574944.3885
Teleorman,1. MUNICIPIU,ALEXANDRIA,19618,5692,0.2901,0.2305,113840.0000,0.0000,392360.0000,113840000.0000,90445685.8856,0.1905,0.2799,37005377.3067
Arges,3. COMUNA,COTMEANA,1293,163,0.1261,0.1154,3260.0000,0.0000,25860.0000,3260000.0000,2984847.6721,0.1083,0.1337,0.0000
Arges,3. COMUNA,DAMBOVICIOARA,853,239,0.2802,0.1860,4780.0000,0.0000,17060.0000,4780000.0000,3174001.4051,0.1590,0.2572,0.0000
Arges,3. COMUNA,DARMANESTI,1516,270,0.1781,0.1425,5400.0000,0.0000,30320.0000,5400000.0000,4321003.5708,0.1252,0.1708,0.0000
Arges,3. COMUNA,DOBRESTI,935,124,0.1326,0.1121,2480.0000,0.0000,18700.0000,2480000.0000,2095994.2291,0.1033,0.1274,0.0000
Arges,3. COMUNA,DOMNESTI,1401,303,0.2163,0.1770,6060.0000,0.0000,28020.0000,6060000.0000,4960346.0756,0.1592,0.2088,0.0000
Arges,3. COMUNA,DRAGOSLAVELE,1124,191,0.1699,0.1669,3820.0000,0.0000,22480.0000,3820000.0000,3753002.6155,0.1364,0.1922,0.0000
Arges,3. COMUNA,DRAGANU,1082,139,0.1285,0.1161,2780.0000,0.0000,21640.0000,2780000.0000,2511833.3905,0.1066,0.1363,0.0000
Arges,3. COMUNA,HARTIESTI,915,101,0.1104,0.1049,2020.0000,0.0000,18300.0000,2020000.0000,1919192.5107,0.0799,0.1103,0.0000
Suceava,3. COMUNA,POJORATA,1263,226,0.1789,0.1716,4520.0000,0.0000,25260.0000,4520000.0000,4334416.0097,0.1559,0.1837,4334416.0097
Suceava,3. COMUNA,ULMA,801,181,0.2260,0.1435,3620.0000,0.0000,16020.0000,3620000.0000,2299167.5365,0.1417,0.2143,2299167.5365
Suceava,3. COMUNA,VADU MOLDOVEI,1801,298,0.1655,0.1551,5960.0000,0.0000,36020.0000,5960000.0000,5586915.8651,0.1391,0.1687,5586915.8651
Suceava,3. COMUNA,VALEA MOLDOVEI,1376,202,0.1468,0.1436,4040.0000,0.0000,27520.0000,4040000.0000,3951210.4772,0.1073,0.1557,3951210.4772
Suceava,3. COMUNA,VAMA,2148,555,0.2584,0.2450,11100.0000,0.0000,42960.0000,11100000.0000,10524864.6124,0.2385,0.2818,10524864.6124
Suceava,3. COMUNA,VERESTI,2221,283,0.1274,0.1268,5660.0000,0.0000,44420.0000,5660000.0000,5630542.7779,0.1070,0.1295,5630542.7779
Suceava,3. COMUNA,VICOVU DE JOS,2265,473,0.2088,0.1968,9460.0000,0.0000,45300.0000,9460000.0000,8913753.7404,0.1815,0.2229,8913753.7404
Suceava,3. COMUNA,VOLOVAT,1995,528,0.2647,0.2464,10560.0000,0.0000,39900.0000,10560000.0000,9830787.8083,0.2593,0.3034,9830787.8083
Suceava,3. COMUNA,OSTRA,1162,274,0.2358,0.2024,5480.0000,0.0000,23240.0000,5480000.0000,4703381.6743,0.1936,0.2517,4703381.6743
Suceava,3. COMUNA,PANACI,970,153,0.1577,0.1381,3060.0000,0.0000,19400.0000,3060000.0000,2679414.1441,0.1363,0.1640,2679414.1441
Suceava,3. COMUNA,PALTINOASA,1834,427,0.2328,0.2212,8540.0000,0.0000,36680.0000,8540000.0000,8112318.9336,0.2014,0.2599,8112318.9336
Suceava,3. COMUNA,PARTESTII DE JOS,1297,356,0.2745,0.2568,7120.0000,0.0000,25940.0000,7120000.0000,6661258.6533,0.2508,0.2912,6661258.6533
Suceava,3. COMUNA,PATRAUTI,1480,430,0.2905,0.1911,8600.0000,0.0000,29600.0000,8600000.0000,5655439.2226,0.1528,0.2845,5655439.2226
Arges,3. COMUNA,LEORDENI,2677,347,0.1296,0.0995,6940.0000,0.0000,53540.0000,6940000.0000,5326647.6316,0.0916,0.1343,0.0000
Sibiu,3. COMUNA,SURA MARE,1750,533,0.3046,0.2260,10660.0000,0.0000,35000.0000,10660000.0000,7910455.9894,0.2032,0.2934,0.0000
Sibiu,3. COMUNA,SURA MICA,1184,420,0.3547,0.2473,8400.0000,0.0000,23680.0000,8400000.0000,5855597.5584,0.2039,0.3367,0.0000
Sibiu,3. COMUNA,TURNU ROSU,1014,222,0.2189,0.1570,4440.0000,0.0000,20280.0000,4440000.0000,3183000.1712,0.1504,0.2092,0.0000
Sibiu,3. COMUNA,VALEA VIILOR,696,90,0.1293,0.1077,1800.0000,0.0000,13920.0000,1800000.0000,1499609.7120,0.1006,0.1285,0.0000
Sibiu,3. COMUNA,ALMA,692,88,0.1272,0.1016,1760.0000,0.0000,13840.0000,1760000.0000,1405599.7279,0.0744,0.1199,0.0000
Suceava,1. MUNICIPIU,SUCEAVA,46657,13170,0.2823,0.2791,263400.0000,0.0000,933140.0000,263400000.0000,260473254.5599,0.2629,0.3349,260473254.5599
Suceava,1. MUNICIPIU,CAMPULUNG MOLDOVENESC,7868,2110,0.2682,0.2391,42200.0000,0.0000,157360.0000,42200000.0000,37618646.7955,0.2306,0.2817,37618646.7955
Suceava,1. MUNICIPIU,FALTICENI,11470,2612,0.2277,0.2231,52240.0000,0.0000,229400.0000,52240000.0000,51184295.0611,0.1955,0.2451,51184295.0611
Suceava,2. ORAS,GURA HUMORULUI,6511,2087,0.3205,0.2523,41740.0000,0.0000,130220.0000,41740000.0000,32856280.4064,0.2364,0.3186,32856280.4064
Arges,3. COMUNA,SUSENI,2038,177,0.0868,0.0823,3540.0000,0.0000,40760.0000,3540000.0000,3354884.8338,0.0736,0.0947,0.0000
Arges,3. COMUNA,STEFAN CEL MARE,1088,74,0.0680,0.0610,1480.0000,0.0000,21760.0000,1480000.0000,1326769.1118,0.0561,0.0677,0.0000
Arges,3. COMUNA,TEIU,1055,76,0.0720,0.0616,1520.0000,0.0000,21100.0000,1520000.0000,1299338.3030,0.0599,0.0718,0.0000
Suceava,3. COMUNA,DUMBRAVENI,3038,528,0.1738,0.1426,10560.0000,0.0000,60760.0000,10560000.0000,8664635.5985,0.1208,0.1685,8664635.5985
Bacau,3. COMUNA,HEMEIUS,3475,1391,0.4003,0.2075,27820.0000,0.0000,69500.0000,27820000.0000,14422242.5389,0.1892,0.3745,6069015.1964
Bacau,3. COMUNA,LETEA VECHE,2910,771,0.2649,0.2311,15420.0000,0.0000,58200.0000,15420000.0000,13449555.1114,0.1823,0.2721,5659699.1859
Bacau,3. COMUNA,MAGURA,2325,739,0.3178,0.2218,14780.0000,0.0000,46500.0000,14780000.0000,10314020.3594,0.1927,0.2979,4340236.6954
Bacau,3. COMUNA,MARGINENI,4063,1058,0.2604,0.2192,21160.0000,0.0000,81260.0000,21160000.0000,17815616.6420,0.1992,0.2751,7496978.9090
Bacau,3. COMUNA,AGAS,2548,792,0.3108,0.2478,15840.0000,0.0000,50960.0000,15840000.0000,12626471.7403,0.2269,0.3182,5313337.9683
Bacau,3. COMUNA,ASAU,2460,714,0.2902,0.2245,14280.0000,0.0000,49200.0000,14280000.0000,11045420.7597,0.2267,0.2951,4648016.8574
Sibiu,3. COMUNA,MARPOD,461,94,0.2039,0.1359,1880.0000,0.0000,9220.0000,1880000.0000,1253173.0573,0.1205,0.1989,0.0000
Sibiu,3. COMUNA,MERGHINDEAL,516,99,0.1919,0.1166,1980.0000,0.0000,10320.0000,1980000.0000,1203450.2000,0.1058,0.1850,0.0000
Sibiu,3. COMUNA,MICASASA,878,102,0.1162,0.1080,2040.0000,0.0000,17560.0000,2040000.0000,1896768.5854,0.0925,0.1184,0.0000
Sibiu,3. COMUNA,MOSNA,1159,183,0.1579,0.1289,3660.0000,0.0000,23180.0000,3660000.0000,2989057.6967,0.1196,0.1541,0.0000
Sibiu,3. COMUNA,NOCRICH,1155,156,0.1351,0.1283,3120.0000,0.0000,23100.0000,3120000.0000,2962703.6632,0.1156,0.1540,0.0000
Sibiu,3. COMUNA,ORLAT,1127,233,0.2067,0.1838,4660.0000,0.0000,22540.0000,4660000.0000,4142312.9446,0.1700,0.2103,0.0000
Bacau,2. ORAS,SLANIC-MOLDOVA,2033,331,0.1628,0.1595,6620.0000,0.0000,40660.0000,6620000.0000,6484221.7726,0.1434,0.1785,2728621.4588
Suceava,3. COMUNA,FRATAUTII NOI,2407,902,0.3747,0.2374,18040.0000,0.0000,48140.0000,18040000.0000,11426544.2791,0.2215,0.3465,11426544.2791
Suceava,3. COMUNA,FRATAUTII VECHI,2077,713,0.3433,0.2715,14260.0000,0.0000,41540.0000,14260000.0000,11278364.2626,0.2469,0.3360,11278364.2626
Suceava,3. COMUNA,BALCAUTI,1383,349,0.2523,0.2307,6980.0000,0.0000,27660.0000,6980000.0000,6381902.6521,0.2227,0.2677,6381902.6521
Suceava,3. COMUNA,BOTOSANA,906,125,0.1380,0.1317,2500.0000,0.0000,18120.0000,2500000.0000,2385846.3454,0.1125,0.1455,2385846.3454
Suceava,3. COMUNA,BRODINA,1231,351,0.2851,0.2247,7020.0000,0.0000,24620.0000,7020000.0000,5533058.1194,0.2253,0.2860,5533058.1194
Suceava,3. COMUNA,CACICA,1653,429,0.2595,0.2424,8580.0000,0.0000,33060.0000,8580000.0000,8012915.4710,0.2398,0.2752,8012915.4710
Suceava,3. COMUNA,ILISESTI,1057,241,0.2280,0.2089,4820.0000,0.0000,21140.0000,4820000.0000,4415538.1267,0.1895,0.2392,4415538.1267
Suceava,3. COMUNA,CARLIBABA,751,134,0.1784,0.1350,2680.0000,0.0000,15020.0000,2680000.0000,2027014.7546,0.1331,0.1782,2027014.7546
Suceava,3. COMUNA,DOLHESTI,1879,234,0.1245,0.1001,4680.0000,0.0000,37580.0000,4680000.0000,3759982.7692,0.0873,0.1195,3759982.7692
Arges,3. COMUNA,PRIBOIENI,1499,198,0.1321,0.0837,3960.0000,0.0000,29980.0000,3960000.0000,2509395.7294,0.0818,0.1218,0.0000
Arges,3. COMUNA,TITESTI,1675,237,0.1415,0.1205,4740.0000,0.0000,33500.0000,4740000.0000,4038093.5505,0.1061,0.1374,0.0000
Arges,3. COMUNA,VALEA DANULUI,1261,200,0.1586,0.1521,4000.0000,0.0000,25220.0000,4000000.0000,3835765.1868,0.1288,0.1758,0.0000
Sibiu,3. COMUNA,SEICA MICA,697,118,0.1693,0.1091,2360.0000,0.0000,13940.0000,2360000.0000,1520378.1852,0.1083,0.1591,0.0000
Arges,3. COMUNA,VEDEA,2270,217,0.0956,0.0944,4340.0000,0.0000,45400.0000,4340000.0000,4287050.4979,0.0810,0.1024,0.0000
Arges,3. COMUNA,RACA,790,48,0.0608,0.0495,960.0000,0.0000,15800.0000,960000.0000,782880.2818,0.0439,0.0583,0.0000
Arges,3. COMUNA,BUGHEA DE SUS,1235,188,0.1522,0.1508,3760.0000,0.0000,24700.0000,3760000.0000,3725696.4870,0.1352,0.1702,0.0000
Suceava,2. ORAS,MILISAUTI,2172,696,0.3204,0.2491,13920.0000,0.0000,43440.0000,13920000.0000,10820084.7699,0.2476,0.3166,10820084.7699
Suceava,2. ORAS,BROSTENI,2542,795,0.3127,0.2337,15900.0000,0.0000,50840.0000,15900000.0000,11880116.9789,0.2374,0.3105,11880116.9789
Suceava,2. ORAS,FRASIN,2341,646,0.2760,0.2693,12920.0000,0.0000,46820.0000,12920000.0000,12608006.1480,0.2441,0.2959,12608006.1480
Suceava,3. COMUNA,IPOTESTI,3872,1852,0.4783,0.1890,37040.0000,0.0000,77440.0000,37040000.0000,14635410.2501,0.1671,0.4048,14635410.2501
Suceava,3. COMUNA,MITOCU DRAGOMIRNEI,1868,410,0.2195,0.2013,8200.0000,0.0000,37360.0000,8200000.0000,7518725.1679,0.1919,0.2366,7518725.1679
Suceava,3. COMUNA,SCHEIA,5914,2006,0.3392,0.3116,40120.0000,0.0000,118280.0000,40120000.0000,36858886.2429,0.2844,0.3857,36858886.2429
Suceava,3. COMUNA,ADANCATA,1637,290,0.1772,0.1761,5800.0000,0.0000,32740.0000,5800000.0000,5766662.9957,0.1591,0.1864,5766662.9957
